optimizer_name,success,final_error,total_mass,wall_time_s,best_times_s,best_masses_kg,pred_moisture_pct,pred_fine_extract_db_pct,pred_wort_pH,pred_diastatic_power_WK,pred_total_protein_pct,pred_wort_colour_EBC
montecarlo,True,0.00597534004768545,5532.253285649045,39.964757100038696,"{'S1': 100.30611231494694, 'S2': 146.12168275608218, 'S3': 46.92201805065637}","{'S1': 1852.082729499272, 'S2': 2698.0354316611674, 'S3': 982.1351244886062}",4.281440353601842,81.7338449904605,5.963598082798205,333.9288446015359,10.490031143858818,3.855052545610747
bayes_opt_gp_minimize,True,0.00955373044782833,5818.601300825779,6.474299699999392,"{'S1': 139.74958157742753, 'S2': 122.95985207763059, 'S3': 46.239729218548916}","{'S1': 2580.3790070302066, 'S2': 2270.3683075635436, 'S3': 967.8539862320289}",4.284292754893356,81.72135848929487,5.9630914274726265,333.67497849074766,10.502493980207024,3.8565286469202484
slsqp,True,0.6001955698602683,2160.0,0.2615681999595836,"{'S1': 45.493180732447705, 'S2': 48.74269364190825, 'S3': 20.06571915604501}","{'S1': 840.0000000000001, 'S2': 899.9999999999999, 'S3': 420.0}",4.244954925872715,81.89314288800331,5.970087743948763,337.180353270129,10.330551650385388,3.836111756426433
